model,review_raw,review_clean,rating_num,sentiment,predicted_sentiment,review_length_words,question_count,exclamation_count,encoding_issue_flag,duplicate_text_flag
Logistic Regression,Convient and cheap.  Hot no air,convient and cheap hot no air,3.0,neutral,positive,6,0,0,0,0
Logistic Regression,messed up my oder,messed up my oder,4.0,positive,negative,4,0,0,0,0
Logistic Regression,Really awfully customer service,really awfully customer service,1.0,negative,positive,4,0,0,0,0
Logistic Regression,Average food average service,average food average service,2.0,negative,neutral,4,0,0,0,0
Logistic Regression,Average McD's,average mcd's,5.0,positive,neutral,2,0,0,0,0
Logistic Regression,Its a McD,its a mcd,5.0,positive,neutral,3,0,0,0,0
Logistic Regression,Cant get enough,cant get enough,5.0,positive,negative,3,0,0,0,0
Logistic Regression,I'm hating it!,i'm hating it,1.0,negative,neutral,3,0,1,0,0
Logistic Regression,normal mcdonald,normal mcdonald,4.0,positive,neutral,2,0,0,0,0
Logistic Regression,Very clean,very clean,3.0,neutral,positive,2,0,0,0,1
Logistic Regression,Close,close,1.0,negative,neutral,1,0,0,0,0
Logistic Regression,McDonald's,mcdonald's,5.0,positive,neutral,1,0,0,0,1
Logistic Regression,"There is always an mc, wherever you are. This place came to me just to buy me an ice cream and I kept walking until I reached the welcome sign for Las Vegas.",there is always an mc wherever you are this place came to me just to buy me an ice cream and i kept walking until i reached the welcome sign for las vegas,3.0,neutral,negative,33,0,0,0,0
Logistic Regression,"Today we had a very bad experience. We went on to grab 4 breakfasts. 3 were the same and one different. The three equal ones hurt the three people who ate it. And if since they did not deliver it we notice that the egg is the part of ariva. I was without sewing well

please be more careful. with food",today we had a very bad experience we went on to grab breakfasts were the same and one different the three equal ones hurt the three people who ate it and if since they did not deliver it we notice that the egg is the part of ariva i was without sewing well please be more careful with food,1.0,negative,neutral,59,0,0,0,0
Logistic Regression,McD on the Strip Near Welcome Sign has two below-average features: a cattle barn-like atmosphere and employees who go down to the basement to smile. But the prices are world class.,mcd on the strip near welcome sign has two below average features a cattle barn like atmosphere and employees who go down to the basement to smile but the prices are world class,2.0,negative,positive,33,0,0,0,0
Logistic Regression,Standard mcdonalds but with a spam egg and rice dish.,standard mcdonalds but with a spam egg and rice dish,4.0,positive,neutral,10,0,0,0,0
Logistic Regression,"It's better off ordering ahead on the app, but there is still a wait for food regardless. 13 minutes for 1 plain sundae.",it's better off ordering ahead on the app but there is still a wait for food regardless minutes for plain sundae,4.0,positive,neutral,21,0,0,0,0
Logistic Regression,"I rarely eat fast food but yes it was open late and we needed food.
Only one ordering computer open, such a large restaurant limited to such a small area and no bathroom. Really makes no sense.
Super slow service and the people that come here are super questionable. One guy was so far gone I donï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½t think he knew he was at McDonaldï¿½ï¿½ï",i rarely eat fast food but yes it was open late and we needed food only one ordering computer open such a large restaurant limited to such a small area and no bathroom really makes no sense super slow service and the people that come here are super questionable one guy was so far gone i don t think he knew he was at mcdonald,2.0,negative,neutral,65,0,0,0,0
Logistic Regression,"In terms of fast food in this particular area this McDonalds was my go-to choice, and they have some unique menu items occasionally such as the McTeri, which I liked.",in terms of fast food in this particular area this mcdonalds was my go to choice and they have some unique menu items occasionally such as the mcteri which i liked,4.0,positive,neutral,31,0,0,0,0
Logistic Regression,"Same good old McDonald's food plus local favorites like the Portuguese breakfast that has rice, sausage and eggs. Everything is overpriced to sync with the high rent in Waikiki. There are a good number of beach bumps that hang around here without buying anything. And they smell like they haven't showered in days. Hey guys, there are free showers outside.",same good old mcdonald's food plus local favorites like the portuguese breakfast that has rice sausage and eggs everything is overpriced to sync with the high rent in waikiki there are a good number of beach bumps that hang around here without buying anything and they smell like they haven't showered in days hey guys there are free showers outside,3.0,neutral,positive,60,0,0,0,0
Logistic Regression,It's Rotten Ronald's. Salt and fat are the only flavours.,it's rotten ronald's salt and fat are the only flavours,1.0,negative,neutral,10,0,0,0,0
Logistic Regression,"Mostly the same as any other MDs, fast, eat-in or Togo, but remember it's next to the beach, so it's a bit more sandy and humid.",mostly the same as any other mds fast eat in or togo but remember it's next to the beach so it's a bit more sandy and humid,4.0,positive,neutral,27,0,0,0,0
Logistic Regression,"It's literally off of wakiki beach,  so its very convenient. Food is actually not bad, I forgot to try their spam meal, but other than that I had a pleasant time there the employees are pretty nice and the food was always nice and hot. They don't have bathrooms which I thought was weird, especially since the building looked new. We came here almost every day because it was close to our airbnb.",it's literally off of wakiki beach so its very convenient food is actually not bad i forgot to try their spam meal but other than that i had a pleasant time there the employees are pretty nice and the food was always nice and hot they don't have bathrooms which i thought was weird especially since the building looked new we came here almost every day because it was close to our airbnb,3.0,neutral,positive,73,0,0,0,0
Logistic Regression,I downgraded my review because up a cash machine. It says skip the line use these machines to order. But then it says it's not taking cards. So you have to stand in line anyway. I live in the neighborhood and this has happened a lot at this location. Frustrating!,i downgraded my review because up a cash machine it says skip the line use these machines to order but then it says it's not taking cards so you have to stand in line anyway i live in the neighborhood and this has happened a lot at this location frustrating,3.0,neutral,negative,50,0,1,0,0
Logistic Regression,"No soda and asked manager about it and she replied there was none and walked away, there was only Powerade and orange fanta",no soda and asked manager about it and she replied there was none and walked away there was only powerade and orange fanta,4.0,positive,negative,23,0,0,0,0
Logistic Regression,"Clean. Good and fast service. As accessible as any small McDonald's. Nice stop between the beach and the hotels. The most inconvenient and unexpected thing, however, is the lack of a public washroom. Disinfectant wipes are provided by the doors.",clean good and fast service as accessible as any small mcdonald's nice stop between the beach and the hotels the most inconvenient and unexpected thing however is the lack of a public washroom disinfectant wipes are provided by the doors,3.0,neutral,positive,40,0,0,0,0
Logistic Regression,Late night meal choice was ok. Tried the new chicken sandwich was really good. You could only do take out.,late night meal choice was ok tried the new chicken sandwich was really good you could only do take out,4.0,positive,neutral,20,0,0,0,0
Logistic Regression,Mcds is wat it is. In some more trying times in my life mcds was literally a lifeline so I have to give them props. Although eating only mcds will legitimately be fatal after a month straight do not attempt.,mcds is wat it is in some more trying times in my life mcds was literally a lifeline so i have to give them props although eating only mcds will legitimately be fatal after a month straight do not attempt,4.0,positive,negative,40,0,0,0,0
Logistic Regression,"Have to say for a McDonalds in the Waikiki area it could of been alot better self serve kiosk were not working lines where long because only 1 caisher was up front when they had 3 tills and couldent see a public bathroom in the place

Food was a real disappoint asked for extra bacon and remove stuff but when I got back to our place to eat it was just the default of what the burger was

Sorry would give more but place needs as little work it could be understaffed idk but its could be alot better",have to say for a mcdonalds in the waikiki area it could of been alot better self serve kiosk were not working lines where long because only caisher was up front when they had tills and couldent see a public bathroom in the place food was a real disappoint asked for extra bacon and remove stuff but when i got back to our place to eat it was just the default of what the burger was sorry would give more but place needs as little work it could be understaffed idk but its could be alot better,1.0,negative,neutral,97,0,0,0,0
Logistic Regression,"I don't know what is about fast food in Hawaii. Maybe it's the relaxed lifestyle here, but the time from  ordering at McDonald's (or burger King for that matter) to actually receiving the good takes an awful long time
The staff however are nothing but courteous.",i don't know what is about fast food in hawaii maybe it's the relaxed lifestyle here but the time from ordering at mcdonald's or burger king for that matter to actually receiving the good takes an awful long time the staff however are nothing but courteous,4.0,positive,neutral,46,0,0,0,0
